p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position,age,bmi,work_rate_numeric,position_numeric,significant_injury_prev_season,cumulative_days_injured,season_days_injured_prev_season,target
2257,2010,67,301,1629,6,43,13139,119,1976-03-06,199,92,Chennai,High,60,96,72,Goalkeeper,32,28.964514798991566,1,3,1,684,35,1
2258,2001,49,455,2983,24,11,27722,389,1976-03-07,151,53,Chennai,Low,67,54,81,Forward,27,28.66751303281719,2,3,0,759,40,1
2259,2021,55,486,1162,30,48,21021,414,1976-03-08,183,81,Bangalore,Medium,41,98,71,Goalkeeper,21,21.110899562389623,3,4,0,219,64,1
2260,2014,29,97,2666,15,49,38438,337,1976-03-09,179,51,Mumbai,Low,48,76,79,Goalkeeper,32,24.992347625176343,2,3,0,975,27,0
2261,2023,86,247,1691,26,6,43792,196,1976-03-10,195,63,Hyderabad,Medium,67,57,69,Defender,26,25.476801168383197,2,1,1,437,87,1
2262,2022,80,63,2384,27,10,33486,168,1976-03-11,162,55,Bangalore,Low,97,72,70,Goalkeeper,35,24.310092934971678,2,4,1,305,6,1
2263,2017,66,54,185,30,13,39657,12,1976-03-12,178,94,Hyderabad,High,46,67,93,Midfielder,23,23.117281893334365,3,2,0,569,40,1
2264,2009,16,97,1705,26,10,36420,469,1976-03-13,197,77,Hyderabad,Medium,76,77,54,Goalkeeper,21,23.5284474859519,2,3,1,440,39,1
2265,2019,13,27,298,28,15,45328,54,1976-03-14,185,90,Mumbai,Low,88,90,90,Midfielder,19,28.649220617132023,3,4,1,261,80,1
2266,2016,44,288,2564,1,39,18292,30,1976-03-15,189,82,Hyderabad,High,79,74,81,Defender,20,26.132871513137864,1,4,1,790,85,0
2267,2009,45,27,319,37,22,6289,326,1976-03-16,184,62,Hyderabad,Low,42,41,68,Midfielder,38,19.713375943256885,1,2,0,75,30,1
2268,2019,58,170,2786,23,15,21153,443,1976-03-17,154,89,Mumbai,High,31,95,65,Goalkeeper,35,18.666746093421565,2,1,1,1,29,0
2269,2011,67,118,2560,25,2,4476,138,1976-03-18,158,78,Chennai,High,60,39,53,Midfielder,27,21.95251705670409,3,2,0,800,56,0
2270,2013,39,443,2551,16,40,25848,10,1976-03-19,160,61,Mumbai,Medium,68,87,64,Forward,27,26.597212846500856,3,4,1,917,67,0
2271,2008,50,49,1654,24,15,5196,78,1976-03-20,196,69,Hyderabad,Medium,75,34,94,Midfielder,28,27.2750254085923,2,4,1,84,30,0
2272,2011,58,92,1348,17,25,20473,175,1976-03-21,199,88,Mumbai,High,67,43,92,Defender,29,22.882883930602052,2,1,1,186,23,1
2273,2013,55,430,2569,29,48,45421,349,1976-03-22,198,62,Delhi,High,34,32,53,Goalkeeper,25,18.7663305082533,1,4,1,818,50,0
2274,2014,74,149,2939,0,4,25980,181,1976-03-23,161,74,Delhi,High,74,91,95,Goalkeeper,32,22.78851161215421,1,2,1,591,91,1
2275,2014,91,135,2456,10,1,30592,11,1976-03-24,160,66,Hyderabad,Low,81,34,82,Forward,23,21.044957467768704,1,3,0,626,44,0
2276,2018,15,409,149,30,29,26812,109,1976-03-25,190,78,Hyderabad,Low,49,93,98,Midfielder,34,28.893502527689428,2,3,0,265,54,1
2277,2023,32,89,2106,19,8,41447,304,1976-03-26,181,56,Bangalore,Low,73,89,52,Midfielder,30,26.28128799083512,1,2,0,141,89,0
2278,2007,54,252,1882,24,41,16889,344,1976-03-27,186,83,Mumbai,High,87,76,73,Forward,18,28.043385731858216,1,2,0,491,61,0
2279,2017,9,255,2330,30,0,49638,340,1976-03-28,187,76,Hyderabad,High,37,64,90,Forward,19,21.253593225051393,1,1,1,450,8,0
2280,2011,31,2,2293,31,29,1977,19,1976-03-29,164,67,Hyderabad,Low,42,58,65,Goalkeeper,38,23.695899230172763,1,1,1,503,46,1
2281,2022,90,213,2469,21,9,6441,33,1976-03-30,173,59,Bangalore,Medium,52,96,67,Goalkeeper,20,27.168843152048222,3,3,1,348,37,1
2282,2013,60,356,2485,23,10,11741,307,1976-03-31,167,51,Chennai,High,93,79,96,Forward,20,25.317576882170457,1,4,1,608,5,1
2283,2013,55,395,2272,17,6,22690,351,1976-04-01,154,63,Chennai,High,95,49,84,Forward,37,28.19285549339115,2,1,0,924,75,0
2284,2013,86,188,2489,33,4,20591,115,1976-04-02,186,68,Bangalore,Low,76,94,52,Midfielder,24,22.331456690712116,1,3,1,871,30,0
2285,2016,2,472,1366,11,26,6436,87,1976-04-03,186,82,Bangalore,Medium,60,81,96,Midfielder,39,26.800109214365897,3,3,0,476,64,0
2286,2013,44,241,2738,19,0,19433,362,1976-04-04,164,94,Delhi,Low,95,78,75,Goalkeeper,27,27.28345593666601,3,4,0,839,14,1
2287,2012,23,415,2986,18,48,21079,311,1976-04-05,164,62,Chennai,Low,74,48,83,Goalkeeper,22,20.147585933777936,3,2,0,304,29,0
2288,2017,28,271,1294,24,36,31719,259,1976-04-06,156,56,Bangalore,Low,66,65,56,Forward,27,18.725750502081837,3,1,0,897,29,0
2289,2012,80,23,29,1,40,24401,200,1976-04-07,167,60,Delhi,Low,92,61,94,Goalkeeper,26,22.3399126817409,2,2,0,155,51,0
2290,2021,1,180,989,18,2,19165,58,1976-04-08,194,56,Delhi,Medium,40,41,60,Midfielder,34,29.247935175367292,2,2,0,771,86,1
2291,2001,23,371,1275,12,36,26327,69,1976-04-09,158,92,Delhi,Medium,98,77,79,Midfielder,35,22.43643812923269,3,1,1,795,86,0
2292,2009,25,223,1038,0,28,45702,328,1976-04-10,165,74,Bangalore,Low,50,35,93,Defender,38,19.73651960733734,2,1,0,112,17,0
2293,2001,29,249,2389,29,17,14010,180,1976-04-11,173,81,Chennai,Low,66,46,97,Forward,39,22.674210553325477,1,4,1,647,77,1
2294,2008,1,80,2999,33,12,38335,480,1976-04-12,152,61,Delhi,Low,84,60,75,Defender,37,24.566360414320425,3,2,0,393,77,1
2295,2013,41,290,355,23,24,15269,13,1976-04-13,152,65,Hyderabad,High,50,88,84,Forward,22,27.14685104501652,2,2,1,660,52,1
2296,2007,61,185,2236,29,43,30382,441,1976-04-14,175,84,Mumbai,Medium,67,42,50,Defender,20,20.950544080703544,1,1,0,930,25,1
2297,2010,50,378,2188,17,33,45921,335,1976-04-15,177,60,Bangalore,Low,40,41,74,Midfielder,30,24.710624826911086,1,3,0,426,27,1
2298,2000,97,242,1397,14,13,23035,485,1976-04-16,193,67,Chennai,Low,66,49,88,Forward,39,27.957938150009113,3,3,0,719,73,1
2299,2005,13,447,2374,10,47,17855,482,1976-04-17,187,95,Hyderabad,Medium,51,64,58,Midfielder,25,20.53493300107379,3,4,1,990,13,0
2300,2019,70,315,2789,16,33,41265,114,1976-04-18,154,94,Bangalore,Medium,63,93,85,Midfielder,37,25.87010540214673,3,1,1,616,81,1
2301,2006,27,459,2880,24,20,20778,353,1976-04-19,175,78,Mumbai,Low,85,81,57,Defender,22,21.713049559552093,3,4,1,869,73,0
2302,2013,60,487,676,36,49,13871,123,1976-04-20,176,89,Bangalore,Low,75,56,84,Midfielder,38,21.893317467597107,2,3,1,700,46,1
2303,2004,61,24,1471,2,13,8252,275,1976-04-21,176,90,Bangalore,Low,91,30,83,Midfielder,33,21.45624807732283,1,1,1,550,52,1
2304,2024,8,456,401,16,1,37123,47,1976-04-22,178,88,Bangalore,Medium,41,61,69,Goalkeeper,19,29.651012253637347,1,1,0,368,44,1
2305,2008,78,193,889,35,45,14814,221,1976-04-23,164,60,Bangalore,High,74,97,84,Defender,23,24.48250632393193,1,2,1,552,17,1
2306,2018,84,177,2698,27,20,35702,13,1976-04-24,150,67,Chennai,Low,91,57,75,Defender,37,24.871284428191096,2,1,0,310,89,0
2307,2021,38,55,1263,33,28,49761,350,1976-04-25,178,80,Delhi,Low,79,34,94,Forward,22,27.57112655926685,1,3,1,66,39,0
2308,2015,3,228,1098,32,34,32689,272,1976-04-26,154,56,Delhi,High,37,69,97,Midfielder,21,22.12566077158947,2,3,1,122,74,0
2309,2003,56,4,2687,14,5,45205,419,1976-04-27,188,68,Chennai,Low,63,79,64,Forward,38,28.06638192736593,3,3,1,663,20,0
2310,2013,15,282,1332,11,19,14103,225,1976-04-28,189,62,Bangalore,High,36,84,89,Forward,31,22.178413790718533,1,3,0,916,80,1
2311,2021,71,211,2259,29,8,11033,228,1976-04-29,175,95,Hyderabad,Medium,34,36,63,Midfielder,23,25.28446375757742,2,3,1,196,73,0
2312,2002,49,479,2878,7,15,7712,348,1976-04-30,177,56,Delhi,High,44,77,82,Defender,37,25.585341453724517,3,1,0,256,40,1
2313,2012,50,18,1084,25,43,25966,489,1976-05-01,174,95,Mumbai,High,59,84,63,Goalkeeper,21,19.806228230295492,2,3,1,995,63,0
2314,2006,45,282,932,18,11,26729,72,1976-05-02,160,88,Bangalore,Medium,58,31,77,Defender,35,20.419710840523752,2,4,0,522,24,1
2315,2023,83,259,1040,1,35,27458,95,1976-05-03,150,80,Bangalore,Medium,60,83,70,Goalkeeper,37,29.578246193026775,1,2,0,116,78,1
2316,2018,23,285,2761,37,4,14842,343,1976-05-04,154,55,Chennai,Low,67,34,61,Forward,36,19.402937966324945,1,1,1,301,25,1
2317,2007,12,166,2333,31,12,12318,235,1976-05-05,170,67,Chennai,High,68,93,91,Forward,33,26.120621981746808,3,3,1,603,82,1
2318,2011,37,466,2689,37,8,25759,62,1976-05-06,183,74,Hyderabad,Low,81,41,63,Forward,22,27.544628425230353,2,4,0,788,39,0
2319,2001,81,308,991,28,44,49556,184,1976-05-07,180,85,Mumbai,Medium,64,45,50,Goalkeeper,23,23.172770135700993,2,4,0,697,46,1
2320,2014,3,319,623,29,39,45993,123,1976-05-08,150,63,Delhi,Low,71,93,56,Midfielder,29,28.07937424821745,1,4,1,803,18,0
2321,2011,85,313,737,32,8,44103,228,1976-05-09,170,77,Delhi,High,55,66,72,Defender,26,20.83691423929741,2,4,1,91,35,1
2322,2019,75,145,2648,2,49,22608,152,1976-05-10,187,78,Chennai,Low,33,60,85,Goalkeeper,33,27.60356095782491,2,4,1,957,14,0
2323,2010,68,492,2781,15,36,661,486,1976-05-11,175,75,Delhi,Low,59,32,72,Midfielder,35,24.949252355222907,1,2,0,978,94,1
2324,2023,19,427,2552,31,33,30773,206,1976-05-12,172,81,Hyderabad,Low,66,91,53,Midfielder,23,19.233577370092213,2,4,0,354,18,0
2325,2013,70,389,879,33,36,30561,352,1976-05-13,178,69,Chennai,Medium,65,39,59,Defender,39,22.349808363191425,2,1,1,205,62,0
2326,2015,20,35,1298,21,16,17566,55,1976-05-14,183,88,Hyderabad,Low,71,48,64,Goalkeeper,31,21.5745039165789,1,3,1,812,4,1
2327,2018,99,258,2406,35,44,20892,209,1976-05-15,159,67,Bangalore,High,36,56,80,Midfielder,38,22.660154645790016,3,2,0,260,12,1
2328,2007,55,100,1885,0,40,20233,338,1976-05-16,186,76,Mumbai,Medium,67,98,77,Defender,36,20.22862389356237,2,1,1,357,43,0
2329,2009,62,290,2971,23,45,13119,357,1976-05-17,161,90,Mumbai,Low,74,47,83,Forward,25,20.200965219114668,1,2,1,552,16,1
2330,2012,30,291,1770,26,19,6529,291,1976-05-18,164,82,Hyderabad,High,34,55,71,Forward,34,18.510700236694728,1,2,0,254,74,0
2331,2018,38,260,2057,20,48,43474,402,1976-05-19,199,62,Bangalore,Medium,61,45,80,Defender,37,24.966555983278006,2,3,1,790,38,0
2332,2017,50,224,1484,35,13,32569,426,1976-05-20,170,81,Bangalore,High,75,55,83,Goalkeeper,30,28.546085929363215,3,2,0,17,84,1
2333,2009,68,194,1015,12,23,49824,129,1976-05-21,189,55,Bangalore,High,66,36,78,Forward,30,18.915958755723874,2,4,1,430,96,1
2334,2020,20,413,1449,14,38,15423,199,1976-05-22,150,65,Delhi,Low,97,45,86,Defender,29,26.35809592922738,3,4,1,836,36,1
2335,2008,89,272,235,8,37,12018,125,1976-05-23,184,66,Chennai,High,43,61,97,Midfielder,33,21.155296095607945,3,4,0,12,98,0
2336,2017,3,495,2948,0,30,22039,463,1976-05-24,192,86,Hyderabad,High,49,69,91,Goalkeeper,21,20.38841051225956,3,2,0,822,21,1
2337,2004,58,24,1597,7,41,49923,427,1976-05-25,176,73,Hyderabad,Medium,77,47,83,Midfielder,30,19.75997285889727,1,3,0,549,24,0
2338,2015,83,443,2512,30,40,445,320,1976-05-26,156,99,Hyderabad,High,55,38,64,Midfielder,21,27.265235901304543,2,2,0,80,65,1
2339,2023,63,244,260,32,21,17602,36,1976-05-27,199,51,Hyderabad,High,53,32,83,Forward,22,20.920099698314417,3,1,1,530,50,0
2340,2004,84,172,1615,14,15,23216,417,1976-05-28,187,80,Mumbai,High,90,83,50,Forward,20,26.558761438228952,2,2,0,209,90,0
2341,2016,7,395,1402,34,44,28545,479,1976-05-29,168,96,Mumbai,Medium,47,53,64,Forward,18,28.681153970477705,1,2,0,805,53,0
2342,2024,61,7,1653,3,20,19593,21,1976-05-30,193,82,Hyderabad,High,72,38,69,Goalkeeper,30,29.503841374475833,2,2,0,709,56,1
2343,2024,76,35,624,19,26,16190,285,1976-05-31,179,89,Bangalore,Medium,97,98,73,Midfielder,38,28.13977789637989,2,2,0,409,54,1
2344,2011,75,10,2398,27,12,41139,368,1976-06-01,189,67,Hyderabad,Low,36,66,82,Forward,29,24.9708604785628,3,1,1,520,51,0
2345,2018,62,135,1929,23,10,17923,296,1976-06-02,166,73,Chennai,High,39,55,85,Goalkeeper,19,21.898408583156584,3,2,0,475,19,1
2346,2016,40,289,1687,15,17,42134,444,1976-06-03,150,91,Mumbai,Low,73,44,94,Defender,35,25.54805292829606,2,1,1,534,45,1
2347,2002,52,56,2641,24,22,12415,431,1976-06-04,152,78,Mumbai,Low,65,40,64,Midfielder,32,23.8821050284783,1,1,0,407,78,0
2348,2009,95,315,1000,13,5,37046,384,1976-06-05,188,95,Hyderabad,Medium,78,71,59,Defender,25,29.330315224529826,1,3,1,833,1,1
2349,2012,14,15,1959,9,10,18868,158,1976-06-06,194,78,Hyderabad,Medium,70,98,90,Defender,30,26.99531178258833,3,1,0,119,26,0
2350,2020,80,107,1968,18,33,46450,340,1976-06-07,171,83,Hyderabad,Low,71,46,87,Midfielder,34,28.699415340871766,1,3,1,108,54,0
2351,2008,99,261,37,3,3,12177,478,1976-06-08,155,85,Delhi,Medium,98,35,83,Goalkeeper,38,28.97599482963866,3,2,1,518,3,1
2352,2020,49,439,78,3,43,43490,474,1976-06-09,164,72,Mumbai,High,73,69,69,Forward,23,22.762949014802146,3,4,1,59,39,0
2353,2000,67,445,1286,27,36,1563,187,1976-06-10,175,94,Chennai,High,37,94,94,Goalkeeper,27,19.829319385650805,2,4,1,737,97,1
2354,2002,21,412,118,13,18,35166,290,1976-06-11,194,65,Hyderabad,High,91,33,87,Goalkeeper,31,20.42344137985504,2,4,0,743,37,1
2355,2005,86,6,2391,26,1,22101,30,1976-06-12,161,74,Hyderabad,Low,66,39,98,Goalkeeper,22,24.392732250767775,2,3,1,72,79,0
2356,2014,3,327,1318,27,19,30545,221,1976-06-13,158,58,Bangalore,High,78,49,86,Defender,25,23.99020808695993,3,4,1,968,99,1
2357,2014,72,27,257,14,33,7288,437,1976-06-14,155,58,Chennai,Medium,79,61,94,Defender,18,22.315969023461005,1,3,0,591,12,1
2358,2018,87,399,1248,7,49,27310,415,1976-06-15,151,50,Delhi,Low,36,68,77,Defender,29,23.529722212656655,3,4,1,40,1,1
2359,2015,13,111,2807,0,0,35868,18,1976-06-16,178,73,Bangalore,Medium,95,47,61,Forward,26,29.071651541956697,2,3,0,454,94,0
2360,2022,10,343,1912,3,40,19502,49,1976-06-17,197,93,Delhi,High,40,72,77,Defender,28,24.523740605593055,1,1,1,359,22,0
2361,2011,51,320,2310,16,26,37015,63,1976-06-18,153,71,Mumbai,Medium,51,71,68,Defender,20,24.33714206436499,3,4,0,888,3,0
2362,2019,23,440,2960,10,49,36564,232,1976-06-19,172,95,Chennai,Medium,88,56,78,Forward,30,19.628102137949522,1,4,1,586,1,0
2363,2002,63,121,130,17,38,1651,75,1976-06-20,172,55,Mumbai,High,60,52,54,Midfielder,18,26.41932229411517,3,1,0,492,28,0
2364,2011,82,97,1444,4,38,31626,66,1976-06-21,173,95,Hyderabad,Low,30,68,59,Forward,39,27.12481820814402,3,4,0,47,35,1
2365,2019,93,105,855,5,42,26928,480,1976-06-22,162,73,Chennai,Medium,89,69,65,Goalkeeper,24,25.31757865561757,1,4,0,520,37,0
2366,2014,45,10,874,33,41,19380,448,1976-06-23,166,70,Bangalore,Low,53,73,59,Forward,33,20.61813855088321,2,3,0,771,5,0
2367,2004,71,178,2175,5,47,10888,353,1976-06-24,163,94,Delhi,High,73,75,93,Defender,33,21.60772010033607,1,3,0,891,2,1
2368,2012,62,84,621,7,0,15268,498,1976-06-25,178,80,Delhi,Medium,55,70,76,Midfielder,19,19.25709755179363,1,4,0,475,89,0
2369,2020,26,159,82,20,6,29145,190,1976-06-26,171,60,Bangalore,High,80,66,87,Midfielder,20,23.43898732439667,2,3,1,719,91,0
2370,2012,72,393,2177,2,16,14967,424,1976-06-27,198,85,Bangalore,High,45,61,63,Defender,21,28.026596660330046,3,1,0,236,61,1
2371,2024,38,499,126,20,19,47146,212,1976-06-28,194,75,Chennai,High,61,48,85,Defender,24,27.194426089171905,3,2,0,384,87,1
2372,2024,44,129,2640,20,36,39410,493,1976-06-29,176,80,Bangalore,Low,84,35,92,Midfielder,35,28.82981898268757,2,2,1,96,23,0
2373,2008,44,38,23,23,12,20755,449,1976-06-30,197,58,Bangalore,Low,58,63,54,Forward,30,22.441335436257553,3,4,1,806,82,1
2374,2012,35,74,2264,21,21,13922,84,1976-07-01,193,72,Delhi,Low,30,32,93,Defender,25,27.320017174762935,3,3,0,451,44,0
2375,2023,59,453,1289,9,3,6825,78,1976-07-02,178,95,Bangalore,Medium,93,43,61,Goalkeeper,36,19.133744435837784,3,3,0,830,56,0
2376,2021,19,139,1879,31,45,29599,483,1976-07-03,175,56,Bangalore,Low,46,32,59,Midfielder,29,29.583653336586664,3,4,0,448,89,1
2377,2011,36,115,1329,26,30,24721,17,1976-07-04,167,64,Chennai,Medium,81,35,70,Goalkeeper,32,19.375750944866393,1,2,0,636,12,1
2378,2018,61,343,2297,7,6,25972,213,1976-07-05,171,86,Mumbai,Medium,98,72,85,Defender,30,19.505913914447124,2,1,0,817,19,0
2379,2018,70,101,1453,17,21,18694,444,1976-07-06,190,70,Bangalore,Low,33,98,87,Defender,38,25.704032010007978,2,3,0,699,45,0
2380,2023,99,81,2692,20,22,24392,445,1976-07-07,151,60,Mumbai,Low,63,36,69,Defender,31,22.216091168707113,2,1,0,321,18,0
2381,2015,31,374,2095,13,13,39153,448,1976-07-08,157,54,Delhi,Medium,40,75,80,Forward,35,25.523694528705967,3,4,0,90,77,0
2382,2007,10,266,2089,0,18,28726,157,1976-07-09,178,62,Mumbai,High,68,63,68,Forward,32,25.07935341602572,3,2,0,341,75,1
2383,2002,43,390,2827,11,23,6700,144,1976-07-10,180,64,Hyderabad,High,59,73,82,Defender,35,21.872950220500325,3,1,1,434,21,1
2384,2011,97,320,1983,35,41,1999,488,1976-07-11,183,77,Hyderabad,High,89,62,71,Midfielder,30,27.394450316698688,3,3,1,866,44,1
2385,2013,69,376,1654,14,19,45600,387,1976-07-12,167,95,Bangalore,High,78,35,72,Midfielder,38,20.59578956771693,1,4,0,762,37,1
2386,2008,21,282,82,34,36,37828,381,1976-07-13,192,90,Chennai,Low,93,69,58,Goalkeeper,27,25.928778478195078,3,1,1,791,75,0
2387,2005,3,182,2552,5,36,28329,188,1976-07-14,170,97,Delhi,High,45,48,96,Defender,25,29.814657679261344,3,3,0,174,52,0
2388,2009,61,120,702,36,0,46203,103,1976-07-15,185,56,Delhi,Medium,47,38,85,Goalkeeper,32,28.548484112067865,1,1,1,688,31,1
2389,2011,50,162,1981,11,6,20064,85,1976-07-16,152,53,Mumbai,Medium,52,40,93,Midfielder,29,21.297738412207018,1,4,1,202,37,1
2390,2012,21,74,1694,18,26,8555,166,1976-07-17,159,65,Chennai,Medium,51,33,61,Defender,22,28.633430111626257,2,4,1,823,55,0
2391,2014,94,31,1766,2,29,20047,217,1976-07-18,168,71,Bangalore,Medium,72,48,70,Defender,18,23.599648090777862,1,3,0,890,21,1
2392,2009,96,316,2245,28,31,3402,492,1976-07-19,164,62,Mumbai,Medium,50,73,71,Goalkeeper,25,28.769260116437657,2,2,1,770,54,0
2393,2015,65,423,2327,29,35,29034,414,1976-07-20,192,81,Bangalore,High,94,67,85,Goalkeeper,32,23.285277757783533,2,4,0,93,28,0
2394,2003,62,339,1857,3,19,30216,463,1976-07-21,167,76,Mumbai,Low,81,71,74,Defender,38,21.845968287046155,2,3,0,312,3,0
2395,2014,0,181,64,28,25,7674,399,1976-07-22,182,94,Mumbai,High,48,75,62,Defender,21,26.607662568831586,3,1,0,526,25,0
2396,2021,63,238,2426,20,22,49792,17,1976-07-23,169,51,Chennai,Low,69,78,96,Midfielder,29,22.843616522204577,2,2,1,47,22,1
2397,2017,85,391,1043,0,6,15018,268,1976-07-24,178,51,Hyderabad,High,46,56,71,Midfielder,31,21.346619124696478,3,2,1,52,19,1
2398,2022,51,119,1708,26,20,39928,79,1976-07-25,194,57,Delhi,High,75,53,68,Defender,19,21.931997973348814,1,4,1,215,18,0
2399,2013,40,68,2286,20,46,43696,77,1976-07-26,192,63,Bangalore,High,58,78,58,Defender,27,23.439510424215428,1,2,0,99,70,1
2400,2014,67,260,1122,12,21,15864,419,1976-07-27,181,75,Hyderabad,Medium,58,36,97,Defender,39,18.68760422041367,2,3,1,435,28,1
2401,2024,14,180,2594,36,17,36728,314,1976-07-28,176,98,Delhi,High,77,49,80,Defender,21,19.158475342165378,2,1,0,541,63,0
2402,2000,92,474,1180,7,12,46014,494,1976-07-29,196,55,Delhi,Medium,97,84,85,Forward,32,28.411410026834833,2,2,0,52,12,0
2403,2009,50,477,2088,7,17,20966,219,1976-07-30,160,68,Hyderabad,Low,32,70,62,Goalkeeper,22,29.054090086361843,1,2,1,500,54,1
2404,2001,71,397,773,9,28,17377,13,1976-07-31,176,63,Chennai,Low,52,40,77,Midfielder,21,19.387494809957676,2,3,0,210,7,1
2405,2004,23,10,2131,31,10,16037,324,1976-08-01,192,64,Chennai,High,91,42,70,Midfielder,36,27.336041716785644,2,4,1,251,8,0
2406,2015,73,352,641,14,3,31926,145,1976-08-02,172,92,Chennai,Medium,78,67,69,Goalkeeper,18,22.10121239235826,2,1,0,475,32,1
2407,2020,80,133,484,25,26,9811,82,1976-08-03,175,94,Hyderabad,Low,67,90,52,Forward,35,23.483316322393126,3,1,0,12,56,0
2408,2018,63,317,1157,10,5,25100,359,1976-08-04,167,89,Mumbai,Low,53,71,53,Goalkeeper,39,24.25720117046662,3,4,1,504,65,1
2409,2007,23,354,1493,33,16,6145,237,1976-08-05,170,95,Delhi,High,76,36,58,Forward,29,25.782012291374258,1,3,0,39,59,1
2410,2020,69,209,1001,11,3,21680,209,1976-08-06,179,66,Delhi,Medium,89,62,62,Midfielder,19,25.10965629326776,3,4,0,992,19,1
2411,2016,32,187,1668,19,16,25084,391,1976-08-07,160,78,Hyderabad,Low,71,51,87,Midfielder,38,22.738108177769018,1,4,0,53,46,0
2412,2009,95,427,387,16,13,117,164,1976-08-08,166,67,Mumbai,High,52,96,78,Midfielder,28,21.07486851177298,2,3,1,698,85,0
2413,2020,45,24,1639,35,40,12382,337,1976-08-09,176,81,Delhi,Medium,40,70,87,Forward,36,23.87209723081764,1,4,1,657,92,0
2414,2002,98,187,318,6,1,10685,428,1976-08-10,154,52,Delhi,Low,59,38,68,Goalkeeper,19,25.000182050298328,1,4,0,631,40,1
2415,2007,9,280,290,29,5,46919,136,1976-08-11,191,71,Mumbai,Low,77,46,95,Forward,33,28.831872566656116,1,3,0,568,21,0
2416,2011,10,166,81,20,41,4128,303,1976-08-12,166,84,Delhi,Medium,74,89,93,Defender,18,28.787970119112444,2,1,1,712,70,0
2417,2014,14,280,2406,4,33,7099,455,1976-08-13,175,63,Chennai,High,86,38,75,Forward,35,21.00068434913038,2,2,0,946,62,0
2418,2003,20,198,2073,21,46,23935,329,1976-08-14,153,53,Hyderabad,Medium,68,77,68,Midfielder,22,26.45031882551769,3,3,1,594,86,0
2419,2006,52,1,523,25,2,26295,174,1976-08-15,154,79,Bangalore,Low,59,50,75,Forward,27,27.333758146661385,2,4,1,937,44,1
2420,2020,97,431,2733,33,16,36825,397,1976-08-16,171,62,Hyderabad,Medium,81,69,66,Forward,18,23.770337922979962,2,2,1,413,40,0
2421,2019,26,432,2313,30,39,45571,459,1976-08-17,186,85,Hyderabad,High,90,93,78,Forward,26,23.01620662546131,3,4,1,294,86,1
2422,2004,83,88,2710,30,45,39899,9,1976-08-18,188,98,Mumbai,Low,97,46,77,Goalkeeper,33,25.3335171721288,2,2,0,361,84,1
2423,2023,89,217,1166,20,46,9684,439,1976-08-19,156,68,Bangalore,Low,54,62,85,Midfielder,25,22.17008051084855,2,1,0,381,34,1
2424,2013,21,159,2973,26,1,14539,400,1976-08-20,199,81,Chennai,High,62,55,83,Defender,22,29.14357835914016,1,1,0,888,50,0
2425,2010,46,296,1692,33,47,30630,269,1976-08-21,151,87,Hyderabad,Low,65,84,72,Defender,25,27.38118002335019,2,1,0,144,12,1
2426,2001,32,298,2985,36,48,18851,258,1976-08-22,159,89,Chennai,Low,42,61,82,Defender,22,24.5783858758584,1,1,0,528,88,0
2427,2016,96,334,910,32,3,24856,414,1976-08-23,162,65,Hyderabad,Low,89,58,58,Goalkeeper,34,21.400862403354864,1,2,1,587,59,0
2428,2022,99,242,697,7,43,47708,338,1976-08-24,199,97,Chennai,Medium,30,84,77,Forward,18,24.04581478893138,2,4,0,615,68,0
2429,2002,51,446,2663,5,13,9202,61,1976-08-25,188,73,Mumbai,Low,96,45,90,Midfielder,30,23.744339754630218,3,1,0,400,65,1
2430,2007,78,190,2694,16,48,112,393,1976-08-26,166,58,Delhi,Low,50,54,64,Midfielder,19,27.292248673881293,3,3,1,760,16,1
2431,2017,73,253,2711,13,0,15780,177,1976-08-27,199,70,Chennai,Low,78,52,57,Goalkeeper,22,24.955300948476008,3,4,1,270,56,1
2432,2014,12,346,1902,6,21,30590,314,1976-08-28,163,62,Mumbai,Medium,38,32,84,Midfielder,23,22.749637329898935,2,3,1,79,84,0
2433,2015,44,214,1155,20,17,1780,247,1976-08-29,182,75,Bangalore,Medium,69,52,86,Defender,30,27.11347188616677,3,3,0,84,16,1
2434,2023,61,51,2387,2,36,2324,454,1976-08-30,161,80,Bangalore,Low,35,62,54,Defender,20,26.783680875945635,1,2,1,103,11,1
2435,2008,32,113,2150,13,32,28632,193,1976-08-31,152,67,Mumbai,Medium,74,90,69,Midfielder,18,23.790572968132224,1,3,1,50,97,1
2436,2007,99,316,2039,11,20,8872,318,1976-09-01,180,50,Mumbai,Low,67,58,52,Goalkeeper,34,20.422079486433287,3,3,0,336,76,1
2437,2024,79,276,1697,24,25,19057,187,1976-09-02,185,95,Mumbai,High,97,84,64,Midfielder,36,24.858930964233355,1,4,0,549,49,0
